MD(ft),Hookload(kips),Torque(klb-ft),SPP(psi),Torque(klb-ft)
3727,,4076.256127,2244.209069,
3727.5,,4362.732205,2236.450875,
3728,,4217.755898,2216.701119,
3728.5,,4029.382483,2209.768023,
3729,,3930.035669,2197.794334,
3729.5,,3977.674235,2197.715533,
3730,,3878.319617,2227.486309,
3730.5,,3967.739057,2198.716365,
3731,,4270.397467,2226.533050,
3731.5,,4414.133211,2232.141050,
3732,,4064.017303,2200.330426,
3732.5,,4383.971089,2232.785218,
3733,,4244.708095,2189.326231,
3733.5,,4558.506211,2215.701542,
3734,,4235.019778,2185.113575,
3734.5,,4250.275315,2186.529187,
3735,,4360.509045,2207.565020,
3735.5,,4469.195245,2219.246649,
3736,,4426.767954,2223.841200,
3736.5,,4202.274492,2201.679515,
3737,,4247.945109,2201.505153,
3737.5,,4226.670012,2204.914375,
3738,,3988.328750,2196.273029,
3738.5,,4143.518494,2215.768306,
3739,,4293.854727,2211.173175,
3739.5,,4213.717181,2216.960494,
3740,,4075.149269,2197.247118,
3740.5,,3884.412265,2191.440394,
3741,,4030.715479,2210.285503,
3741.5,,4053.026005,2200.382112,
3742,,4221.217572,2197.074586,
3742.5,,3859.816564,2163.455870,
3743,,4406.471254,2189.984666,
3743.5,,3862.293286,2228.407122,
3744,,3905.317316,2202.402316,
3744.5,,3930.954928,2194.996938,
3745,,4080.240474,2186.830225,
3745.5,,4075.286780,2191.404027,
3746,,4343.488168,2176.752563,
3746.5,,4417.755761,2154.436981,
3747,,4000.262514,2175.412657,
3747.5,,3947.901006,2163.639126,
3748,,4185.302329,2161.504177,
3748.5,,4246.827780,2164.075398,
3749,,4553.286051,2162.856781,
3749.5,,4155.659661,2185.495667,
3750,,3840.332543,2146.111303,
3750.5,122.700000,3984.091629,2126.656647,1844.300000
3751,122.586843,3736.631634,2129.937144,790.913889
3751.5,123.101647,3678.792161,2120.240949,812.860603
3752,118.306269,3042.523811,2070.908534,1794.946318
3752.5,114.929494,3425.229981,2080.664435,2367.267429
3753,,4173.675299,2190.816038,
3753.5,,3769.209080,2243.463863,
3754,,3129.800000,2207.100000,
3756.5,,4135.718321,2247.730130,
3757,,3922.273471,2233.092719,
3757.5,,3970.366870,2240.776630,
3758,,4201.745983,2244.690895,
3758.5,,4068.751980,2242.008243,
3759,,4006.818498,2242.516243,
3759.5,,4150.153874,2233.230734,
3760,,3889.740689,2244.288197,
3760.5,,3712.166451,2242.929990,
3761,,3352.979941,2240.012532,
3761.5,,3908.911784,2255.078480,
3762,,3819.733525,2245.669090,
3762.5,,4079.272527,2249.726415,
3763,,3815.088678,2245.598845,
3763.5,,3932.109797,2250.756470,
3764,,3981.442866,2237.876882,
3764.5,,3919.361811,2251.706350,
3765,,4002.250257,2243.991978,
3765.5,,4546.793346,2259.341160,
3766,,4047.447728,2247.060099,
3766.5,,3889.424691,2276.766225,
3767,,3946.530660,2249.416148,
3767.5,,3877.179827,2263.050053,
3768,,3929.589270,2248.050844,
3768.5,,3837.093794,2264.829156,
3769,,3790.546464,2259.699148,
3769.5,,4147.330773,2255.241992,
3770,,3985.747203,2253.332045,
3770.5,,3613.065945,2246.217239,
3771,,3819.361297,2243.660153,
3771.5,,3464.715913,2250.789462,
3772,,3810.617974,2239.336167,
3772.5,,3594.100741,2239.264843,
3773,,3571.126584,2247.343361,
3773.5,,3900.082289,2242.216786,
3774,,3774.994704,2248.265519,
3774.5,,3809.583719,2243.107695,
3775,,3689.540866,2246.485024,
3775.5,,3741.630622,2236.736642,
3776,,3848.528656,2250.750857,
3776.5,,3439.161531,2238.176146,
3777,,3729.216896,2247.268299,
3777.5,,3825.409988,2240.176076,
3778,,3889.555603,2263.776767,
3778.5,,4022.924364,2239.969064,
3779,,3672.601175,2269.270718,
3779.5,,3642.601988,2251.559763,
3780,,3514.968206,2254.789434,
3780.5,,3731.006097,2247.300373,
3781,,3810.893229,2270.363096,
3781.5,,3897.464799,2296.849789,
3782,,3856.318403,2284.649783,
3782.5,,4033.509084,2313.435756,
3783,,3914.511504,2279.446685,
3783.5,,4050.240222,2304.221069,
3784,,3955.525703,2265.344061,
3784.5,,3903.242588,2305.034221,
3785,,3589.866084,2268.107931,
3785.5,,4284.272021,2279.067295,
3786,,3705.758205,2268.147916,
3786.5,,3438.179758,2225.102579,
3787,,3848.238382,2258.636338,
3787.5,,3637.966358,2240.772370,
3788,,3789.796707,2254.880718,
3788.5,,4298.936948,2292.130503,
3789,,4481.712739,2289.816131,
3789.5,,3918.790506,2293.338000,
3790,,4177.601283,2303.582407,
3790.5,,3788.127334,2282.508093,
3791,,3852.128768,2306.254482,
3791.5,,3802.748677,2290.733808,
3792,,3739.949658,2277.931407,
3792.5,,3734.785654,2269.959560,
3793,,3793.899509,2260.242718,
3793.5,,3445.304033,2250.935537,
3794,,3158.726093,2196.653574,
3794.5,,3455.820577,2213.315508,
3795,,3626.399996,2226.042967,
3795.5,,4527.741012,2252.484793,
3796,,4167.226856,2287.455411,
3796.5,,4254.178443,2329.771878,
3797,,3796.042753,2264.614736,
3797.5,,3480.403935,2281.217888,
3798,,3629.911624,2296.245925,
3798.5,,3896.717363,2309.267695,
3799,,4423.959594,2328.801298,
3799.5,,3851.005009,2295.720795,
3800,,4155.979832,2291.957534,
3800.5,,3882.264307,2294.936619,
3801,,4506.000390,2289.206973,
3801.5,,3830.761012,2304.002634,
3802,,4011.516776,2295.968982,
3802.5,,4217.396856,2267.607443,
3803,,4298.561298,2294.172145,
3803.5,,4377.582193,2301.415472,
3804,,3983.413114,2295.615511,
3804.5,,4647.868365,2293.238335,
3805,,4443.312468,2294.742179,
3805.5,,4319.022155,2292.184133,
3806,,4071.935878,2291.176846,
3806.5,,3713.838418,2278.894823,
3807,,4171.974207,2295.379428,
3807.5,,4074.283893,2278.579444,
3808,,3870.934531,2263.707257,
3808.5,,4225.697290,2301.806348,
3809,,3970.967529,2280.393776,
3809.5,,4182.854928,2289.780092,
3810,,4223.169659,2282.002578,
3810.5,,4290.969739,2252.467825,
3811,,4293.336422,2230.837687,
3811.5,,4243.107384,2242.942159,
3812,,4476.142729,2248.295021,
3812.5,,4282.502193,2246.414857,
3813,,4574.764184,2254.721235,
3813.5,,4275.484713,2238.277424,
3814,,4459.712499,2250.415177,
3814.5,,4713.651892,2268.543686,
3815,,4642.669514,2278.927330,
3815.5,,4894.455870,2260.747650,
3816,,4587.803550,2267.662308,
3816.5,,4464.979498,2266.408529,
3817,,4345.119663,2247.008574,
3817.5,,4041.029008,2272.331454,
3818,,4397.015583,2235.457490,
3818.5,,4757.860032,2255.334909,
3819,,4313.183121,2261.713377,
3819.5,,4393.310304,2235.714098,
3820,,4560.693286,2268.543673,
3820.5,,4440.744878,2229.147101,
3821,,5273.689115,2254.483407,
3821.5,,4658.858502,2260.751373,
3822,,3930.117226,2245.586249,
3822.5,,4608.561197,2248.127540,
3823,,4318.955688,2235.309359,
3823.5,,4024.635479,2234.719619,
3824,,3935.109578,2252.214800,
3824.5,,3584.079180,2224.049625,
3825,,4514.728878,2233.398695,
3825.5,,4013.771223,2237.100462,
3826,,3850.510545,2262.145026,
3826.5,,4236.590896,2263.356397,
3827,,4190.473878,2271.833674,
3827.5,,4278.891273,2233.464127,
3828,,4290.679412,2236.608333,
3828.5,,4099.174624,2258.164821,
3829,,4680.887355,2254.179785,
3829.5,,4347.233569,2235.787770,
3830,,4296.653784,2260.047725,
3830.5,,4400.937886,2233.481278,
3831,,4371.126576,2256.777173,
3831.5,,4202.877396,2225.567215,
3832,,3934.331919,2240.031587,
3832.5,,3970.061408,2198.650738,
3833,,4124.787931,2240.812361,
3833.5,,4302.367028,2223.578418,
3834,,4311.471952,2234.344746,
3834.5,,4037.787266,2234.747522,
3835,,4262.329814,2248.831917,
3835.5,,4262.502570,2224.313664,
3836,,4229.861120,2241.035431,
3836.5,,4430.120245,2211.164925,
3837,,4128.353580,2248.425785,
3837.5,,4398.253056,2225.034158,
3838,,4607.267511,2247.879236,
3838.5,,4184.667492,2239.864866,
3839,,4262.003732,2252.053120,
3839.5,,4227.580360,2255.863005,
3840,,3864.771106,2226.740216,
3840.5,,4012.445799,2259.183093,
3841,,4081.708957,2192.601769,
3841.5,,4127.130485,2256.639697,
3842,,4262.051837,2222.544080,
3842.5,,4310.088490,2236.883247,
3843,,4395.417168,2241.046206,
3843.5,,4090.112776,2211.116297,
3844,,4268.489765,2255.451700,
3844.5,,4583.602679,2213.635322,
3845,,3966.272797,2240.743081,
3845.5,,3904.857259,2242.230368,
3846,124.900000,3663.925111,2177.874227,1719.100000
3846.5,130.197436,4000.923123,2205.814677,757.171666
3847,129.853525,4077.128050,2205.890409,286.094109
3847.5,124.911863,4342.310155,2204.203798,1311.012272
3848,120.765969,2663.876403,2056.962973,2231.497217
3848.5,117.900819,3752.833467,2036.835132,2679.885855
3849,,4453.756292,2123.755403,
3849.5,,4184.773643,2153.254164,
3850,,4354.546798,2147.733327,
3850.5,,4379.825131,2157.703915,
3851,,4659.959106,2153.921793,
3851.5,,4886.698022,2185.409907,
3852,,4283.407633,2135.840667,
3852.5,,4303.788250,2166.613832,
3853,,4348.083871,2148.971701,
3853.5,,4394.898518,2158.877292,
3854,,4281.545034,2163.093004,
3854.5,,3857.647548,2164.441819,
3855,,3846.414811,2155.250894,
3855.5,,4300.895748,2169.097136,
3856,,3718.130277,2157.820916,
3856.5,,4075.416408,2128.166816,
3857,,4219.436077,2139.424534,
3857.5,,4102.853740,2149.761482,
3858,,3987.224558,2166.526296,
3858.5,,4026.453354,2166.303219,
3859,,3929.516659,2183.481266,
3859.5,,4188.544733,2168.029115,
3860,,4150.589222,2152.933668,
3860.5,,4043.299028,2165.611188,
3861,,4467.326724,2180.600148,
3861.5,,4177.625161,2158.541069,
3862,,4168.695984,2158.376414,
3862.5,,4365.855799,2147.305629,
3863,,4359.290000,2165.069097,
3863.5,,4337.755538,2162.363307,
3864,,4366.157278,2167.348969,
3864.5,,4016.402767,2160.716691,
3865,,4234.021053,2166.068400,
3865.5,,4093.405814,2129.787074,
3866,,4235.352777,2171.980500,
3866.5,,4085.770551,2163.452786,
3867,,4624.140572,2161.599500,
3867.5,,4765.902084,2170.429101,
3868,,4357.490351,2167.842609,
3868.5,,4226.036764,2175.117818,
3869,,3802.400583,2177.076931,
3869.5,,4214.950042,2169.320353,
3870,,4348.145432,2185.070224,
3870.5,,4462.838048,2176.221266,
3871,,4280.073664,2185.039499,
3871.5,,4522.857361,2167.851848,
3872,,4638.604333,2172.115523,
3872.5,,4237.741185,2184.785691,
3873,,4155.112946,2163.130236,
3873.5,,4425.298636,2179.410328,
3874,,4144.188940,2166.940721,
3874.5,,4315.533173,2175.529308,
3875,,4381.267717,2170.424681,
3875.5,,4179.189813,2178.794745,
3876,,4016.726853,2149.106066,
3876.5,,4283.191911,2182.237793,
3877,,3893.726423,2176.375393,
3877.5,,3913.586766,2176.180488,
3878,,3953.222190,2152.427288,
3878.5,,4277.445862,2184.998640,
3879,,3741.521558,2128.639104,
3879.5,,3971.281812,2139.552997,
3880,,4420.911176,2165.085950,
3880.5,,4267.639145,2173.069876,
3881,,4141.884305,2170.535043,
3881.5,,4213.984984,2177.607344,
3882,,4439.078121,2177.367600,
3882.5,,4353.813512,2176.526096,
3883,,4190.879885,2187.160348,
3883.5,,4269.359482,2191.119439,
3884,,4261.321838,2186.807380,
3884.5,,4005.307498,2163.048669,
3885,,4504.092850,2176.615325,
3885.5,,4405.374536,2163.589246,
3886,,4340.838681,2173.681809,
3886.5,,3587.867947,2158.776578,
3887,,3775.247278,2132.732734,
3887.5,,4091.157404,2142.048163,
3888,,3898.198211,2114.381878,
3888.5,,4279.607171,2170.605774,
3889,,4117.850100,2150.737035,
3889.5,,4080.941830,2178.414977,
3890,,3935.071000,2166.776892,
3890.5,,4101.531018,2152.698066,
3891,,4321.235117,2167.162247,
3891.5,,4082.008164,2171.105071,
3892,,4227.244314,2169.140615,
3892.5,,3837.239703,2153.843137,
3893,,4229.650011,2160.287229,
3893.5,,4378.707060,2153.330935,
3894,,4227.428230,2171.696983,
3894.5,,3674.299426,2153.105840,
3895,,4204.760520,2164.923868,
3895.5,,4413.327949,2169.400744,
3896,,4257.141635,2187.519745,
3896.5,,4179.642796,2170.646043,
3897,,4269.793531,2164.501409,
3897.5,,4243.865172,2169.136700,
3898,,4101.795126,2149.865162,
3898.5,,3698.154794,2165.006496,
3899,,4242.052200,2158.894178,
3899.5,,4086.731227,2167.927966,
3900,,3572.452970,2168.858408,
3900.5,,3684.637424,2165.411149,
3901,,4136.836157,2170.817282,
3901.5,,3784.938579,2176.693259,
3902,,4242.671229,2172.892819,
3902.5,,4129.427480,2147.969351,
3903,,4321.940548,2173.680691,
3903.5,,4298.473570,2157.659789,
3904,,3939.725359,2174.292765,
3904.5,,4356.515913,2161.115124,
3905,,3873.217188,2178.269392,
3905.5,,3986.621219,2149.899038,
3906,,4097.509683,2143.810728,
3906.5,,4022.305467,2167.652066,
3907,,4052.737688,2152.710429,
3907.5,,3974.611711,2176.736745,
3908,,4104.776541,2163.814700,
3908.5,,4397.589547,2167.271851,
3909,,4124.216971,2154.323184,
3909.5,,3899.483898,2153.871209,
3910,,4011.190467,2149.903553,
3910.5,,3974.689326,2153.117975,
3911,,3708.629639,2170.122818,
3911.5,,4142.040438,2144.695980,
3912,,4130.515901,2187.519066,
3912.5,,4275.227627,2176.811135,
3913,,4117.344274,2176.176588,
3913.5,,4215.074896,2174.159414,
3914,,3928.864097,2160.582358,
3914.5,,3773.144213,2160.452520,
3915,,3963.783818,2134.039245,
3915.5,,4244.285224,2152.443107,
3916,,4074.553882,2149.599207,
3916.5,,3953.012482,2150.986336,
3917,,4234.635703,2175.023018,
3917.5,,4193.660683,2156.080508,
3918,,3832.384235,2168.855013,
3918.5,,4290.593247,2170.922283,
3919,,3943.778652,2140.093820,
3919.5,,3999.114146,2171.109026,
3920,,4020.543739,2172.248204,
3920.5,,3929.974546,2182.671177,
3921,,4359.988897,2175.499544,
3921.5,,4010.793096,2165.320633,
3922,,4263.428258,2177.174118,
3922.5,,3958.720605,2149.459089,
3923,,3765.629215,2166.349887,
3923.5,,4283.049105,2143.808096,
3924,,3811.171727,2158.423417,
3924.5,,4177.275408,2165.390633,
3925,,3874.643738,2145.970515,
3925.5,,3923.741635,2164.379097,
3926,,3984.328819,2151.644699,
3926.5,,3875.894382,2160.088023,
3927,,4131.889226,2157.796178,
3927.5,,4071.042545,2143.219901,
3928,,3782.208976,2171.990883,
3928.5,,3908.700323,2149.472002,
3929,,4316.002621,2160.955276,
3929.5,,4354.275190,2163.375188,
3930,,4166.938600,2171.652022,
3930.5,,3625.342876,2181.975213,
3931,,4029.275172,2156.995087,
3931.5,,4083.315550,2171.656184,
3932,,3907.217323,2150.986666,
3932.5,,3995.112059,2147.734500,
3933,,4147.111234,2149.870490,
3933.5,,3154.012060,2107.362497,
3934,,2474.103783,2006.671514,
3934.5,,2498.327135,1975.117451,
3935,,2528.768413,1970.026427,
3935.5,,2275.294619,1961.208198,
3936,,2633.213234,1953.610728,
3936.5,,3092.288665,2029.115818,
3937,,3268.124600,2035.316700,
3937.5,,3075.460012,2038.090905,
3938,,2895.376720,2030.887066,
3938.5,,2823.358898,2012.901576,
3939,44.461287,3041.617759,1996.801928,1873.029113
3939.5,72.822460,2130.413872,1902.106576,1459.295288
3940,124.949321,2158.213258,1889.014771,924.645338
3940.5,121.247212,2437.595125,1924.132886,1793.452384
3941,119.194715,2331.395982,1908.702281,2202.693860
3941.5,,3961.392809,2047.648735,
3942,,2843.999670,2005.824524,
3942.5,,2425.379659,1977.032093,
3943.5,,1642.294296,1847.543245,
3944,,1755.019126,1849.404629,
3944.5,,3366.698303,1943.286240,
3945,,3785.542366,2054.744047,
3945.5,,3571.179318,2076.714404,
3946,,3645.420050,2094.503127,
3946.5,,3467.712671,2076.128932,
3947,,3764.336406,2085.962920,
3947.5,,3491.592174,2085.701113,
3948,,3554.377861,2085.698938,
3948.5,,3243.194882,2086.164850,
3949,,3784.429769,2101.719566,
3949.5,,3763.000590,2108.116796,
3950,,3691.646815,2106.287144,
3950.5,,3277.291450,2097.475751,
3951,,3579.643693,2078.976407,
3951.5,,3887.470324,2096.219390,
3952,,4073.707296,2128.837651,
3952.5,,4098.731575,2109.084733,
3953,,4230.986886,2146.851136,
3953.5,,3877.923557,2143.640461,
3954,,3983.473493,2143.819160,
3954.5,,3832.859100,2123.227929,
3955,,4053.561160,2138.625489,
3955.5,,4082.571523,2136.704086,
3956,,4010.749017,2148.223650,
3956.5,,4077.891155,2137.366745,
3957,,3890.839819,2138.169782,
3957.5,,3923.870403,2133.022268,
3958,,4007.907628,2146.438602,
3958.5,,3736.575885,2156.633318,
3959,,3886.895418,2140.493183,
3959.5,,3994.678302,2139.570982,
3960,,3933.276302,2137.892397,
3960.5,,3860.019952,2134.329294,
3961,,4155.044584,2155.603673,
3961.5,,4232.743816,2154.725283,
3962,,3973.027639,2144.631421,
3962.5,,4313.078663,2168.312599,
3963,,3961.519088,2157.584751,
3963.5,,4141.775621,2162.632421,
3964,,4075.718577,2144.383004,
3964.5,,4059.781495,2145.160881,
3965,,4169.569078,2159.376970,
3965.5,,4059.959191,2166.463742,
3966,,3265.707091,2120.235160,
3966.5,,2692.148647,2038.872312,
3967,,3386.106030,2038.215627,
3967.5,,4145.187767,2144.705876,
3968,,4052.967817,2136.843119,
3968.5,,3947.943083,2133.708859,
3969,,3998.299210,2142.159028,
3969.5,,3566.454582,2139.263449,
3970,,3899.147024,2136.429923,
3970.5,,3887.144695,2141.891279,
3971,,3984.486698,2134.329709,
3971.5,,4034.562274,2133.371810,
3972,,3906.673302,2132.762427,
3972.5,,3932.125329,2134.396762,
3973,,4256.229794,2147.929737,
3973.5,,3933.862486,2132.344297,
3974,,3867.789546,2138.361103,
3974.5,,3981.168318,2143.799441,
3975,,4358.000742,2147.731170,
3975.5,,4008.701355,2137.583421,
3976,,4243.899496,2132.417615,
3976.5,,4172.870112,2180.276512,
3977,,3709.153401,2153.274427,
3977.5,,3959.671960,2164.403258,
3978,,3871.575929,2150.441506,
3978.5,,3689.106905,2159.006611,
3979,,3785.105974,2150.846998,
3979.5,,3918.793269,2137.433380,
3980,,4113.042362,2155.621514,
3980.5,,3783.454914,2143.612841,
3981,,3513.678198,2129.709996,
3981.5,,3557.013754,2123.253584,
3982,,3618.438454,2119.618452,
3982.5,,3602.610999,2109.142648,
3983,,3648.116928,2120.514288,
3983.5,,3902.923823,2131.469813,
3984,,4060.816992,2136.988397,
3984.5,,3606.319204,2125.092994,
3985,,4004.125833,2160.012484,
3985.5,,4139.837331,2149.488836,
3986,,3742.071783,2137.400580,
3986.5,,3860.775656,2148.294731,
3987,,3846.582425,2152.358802,
3987.5,,3770.452015,2160.902197,
3988,,3742.801838,2146.888574,
3988.5,,4012.718162,2143.576904,
3989,,3932.091318,2140.071387,
3989.5,,3961.933679,2136.397143,
3990,,3896.555813,2156.218467,
3990.5,,3798.088807,2163.764596,
3991,,3875.042143,2162.421904,
3991.5,,3918.433190,2147.907132,
3992,,3859.293052,2138.180083,
3992.5,,4292.872106,2146.611090,
3993,,3822.507283,2158.299542,
3993.5,,3639.759265,2137.269402,
3994,,4054.646148,2165.505680,
3994.5,,4144.420631,2166.039205,
3995,,4172.786543,2173.704380,
3995.5,,3947.195702,2158.430610,
3996,,4091.768913,2158.069071,
3996.5,,3879.187772,2156.834498,
3997,,3750.486052,2151.519485,
3997.5,,3840.539407,2161.034706,
3998,,3866.200061,2153.568584,
3998.5,,4172.572018,2153.727475,
3999,,3843.621457,2143.330734,
3999.5,,4145.295890,2146.041627,
4000,,4094.437127,2143.393008,
4000.5,,4083.273008,2147.814029,
4001,,3748.838883,2157.101977,
4001.5,,3512.012253,2140.473011,
4002,,3973.891294,2129.942948,
4002.5,,3962.378877,2155.189930,
4003,,4045.791236,2143.526728,
4003.5,,3474.812979,2127.898139,
4004,,3547.252727,2154.882068,
4004.5,,3861.833428,2156.417232,
4005,,4219.367221,2188.263767,
4005.5,,3958.775780,2157.295822,
4006,,4100.879226,2171.938498,
4006.5,,3957.628436,2187.338445,
4007,,4065.393100,2176.316767,
4007.5,,4348.210282,2190.654515,
4008,,3987.135434,2185.292759,
4008.5,,4278.268421,2175.489532,
4009,,4585.072423,2195.803981,
4009.5,,4263.731029,2179.355886,
4010,,3919.661273,2179.343990,
4010.5,,4035.189890,2162.485608,
4011,,4158.103045,2161.778672,
4011.5,,4063.382364,2170.518573,
4012,,4085.322376,2166.335828,
4012.5,,3856.986208,2140.367338,
4013,,3948.765323,2143.197082,
4013.5,,4053.337319,2163.568362,
4014,,3456.295655,2154.621955,
4014.5,,4167.104071,2168.867478,
4015,,4146.434737,2210.011399,
4015.5,,4079.648006,2187.915855,
4016,,4125.626933,2179.881367,
4016.5,,3832.557961,2169.610728,
4017,,3714.236724,2141.957073,
4017.5,,4022.631368,2183.936118,
4018,,3651.351205,2169.805695,
4018.5,,4267.326458,2182.186751,
4019,,3895.331403,2175.645097,
4019.5,,4000.195108,2168.695391,
4020,,4177.333508,2190.263384,
4020.5,,3836.157948,2153.058417,
4021,,4179.824873,2175.501720,
4021.5,,4012.121446,2170.619378,
4022,,3909.956903,2159.989363,
4022.5,,4057.478841,2175.309769,
4023,,4014.051645,2169.621612,
4023.5,,4287.280655,2178.283243,
4024,,4157.074734,2159.162340,
4024.5,,3650.114041,2150.639315,
4025,,4308.201462,2180.124957,
4025.5,,3688.113869,2186.219317,
4026,,3876.832529,2149.146318,
4026.5,,4200.372341,2185.781304,
4027,,4082.875848,2176.463706,
4027.5,,4021.111010,2168.411592,
4028,,4295.101901,2185.379215,
4028.5,,3895.344753,2164.787873,
4029,,3460.305003,2110.494562,
4029.5,,2689.003935,2028.113440,
4030,,4162.725028,2046.190724,
4030.5,,4273.124223,2178.826380,
4031,,3663.908127,2162.925215,
4031.5,,4567.480934,2156.040866,
4032,,4196.926570,2170.074992,
4032.5,,4016.872753,2141.030617,
4033,135.200000,4201.868456,2158.120822,2018.400000
4033.5,135.200000,2945.653955,2050.208989,2018.400000
4034,130.025203,2575.821041,1997.398272,352.150325
4034.5,80.738924,3353.602995,2020.333306,511.328805
4035,93.322437,3284.684833,2079.545826,1197.930867
4035.5,120.614724,2588.389672,2002.304267,2143.257055
4036,119.780000,3907.537978,2044.416188,2063.560000
4036.5,,4865.358076,2118.497360,
4037,,5652.050000,2128.400000,
4037.5,,3936.505559,2162.664063,
4038,,3739.754473,2152.755591,
4038.5,,4117.557250,2161.320965,
4039,,3964.403108,2164.445643,
4039.5,,4349.556632,2168.684600,
4040,,4028.240811,2158.339506,
4040.5,,3907.585869,2157.453932,
4041,,3731.473471,2152.337585,
4041.5,,4255.144667,2160.665910,
4042,,3904.070091,2135.578704,
4042.5,,4030.657938,2138.216071,
4043,,3951.189032,2149.953532,
4043.5,,4059.012124,2155.998055,
4044,,4191.626295,2152.650692,
4044.5,,3473.923296,2165.135856,
4045,,3485.440229,2105.977466,
4045.5,,3607.212382,2122.635190,
4046,,3623.833349,2115.858735,
4046.5,,3970.698058,2149.951568,
4047,,4007.791198,2156.240927,
4047.5,,4145.171161,2175.573314,
4048,,3915.463704,2157.509917,
4048.5,,4084.444575,2166.876269,
4049,,3957.389811,2170.704131,
4049.5,,3645.901755,2164.447815,
4050,,3842.593625,2159.982460,
4050.5,,4067.732169,2171.922350,
4051,,3876.269482,2162.902304,
4051.5,,3935.996749,2169.318223,
4052,,4066.473322,2183.517229,
4052.5,,3860.884407,2168.768798,
4053,,3989.253852,2182.659264,
4053.5,,3684.095060,2156.993800,
4054,,4126.887693,2171.081060,
4054.5,,3972.951873,2165.002391,
4055,,3807.362627,2176.688261,
4055.5,,3870.080568,2153.124596,
4056,,4222.965600,2178.861415,
4056.5,,4029.441751,2158.245251,
4057,,3984.052701,2165.751777,
4057.5,,4001.208383,2162.846209,
4058,,4238.518700,2171.138592,
4058.5,,4172.263544,2161.635407,
4059,,4130.407350,2177.954010,
4059.5,127.990184,3976.163325,2167.567443,845.977717
4060,127.226308,2881.720587,2077.024191,446.080619
4060.5,126.400000,2826.921739,2072.821739,13.500000
